School Name,address,postal_code,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code,Latitude,Longitude,Full Address
SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64   ,737758,64623928,na,spectra@schools.gov.sg,ADMIRALTY,"901M, 962 (Bus Stop IDs: 47549 or 47541); 904 (Bus Stop IDs: 47649 or 47641)",MR TAN TECK HOCK,MS GRACE HO CHEN YEE,MISS GUO XINHUI,MR NG E-HIAN,MISS LOW YING XIU,na,na,WOODLANDS,NORTH,SPECIALISED SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,No,No,No,CHINESE,MALAY,TAMIL,1.43703750789961,103.804100467487,1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758
SPRINGDALE PRIMARY SCHOOL,71 Anchorvale Link   ,544799,63153351,na,springdale_ps@moe.edu.sg,Sengkang Station (NE16); Nearest LRT station: Farmway; *10-15 min walk from either station,"50, 85, 102, 372; Nearest Bus Stop: In front of Blk 326 Car Park; *1-2 min walk from bus stop; enter by Main Gate along Anchorvale Link or Rear Gate",MRS QUEK-SIM KIM LIANG ANNE,MR SHOEB BURHANUDDIN,MISS SONG XIUHUA SHAFIQAH NADIAH,MADAM LIM BEE TIN,na,na,na,SENG KANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39467010299293,103.889926221247,71 ANCHORVALE LINK SPRINGDALE PRIMARY SCHOOL SINGAPORE 544799
SPRINGFIELD SECONDARY SCHOOL,30 TAMPINES AVENUE 8   ,529593,63183050,na,SPRINGFIELDS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","8, 15, 23, 58, 69, 118, 129, 291, 293, 298, 513, 518",MISS CHIA SHUEN LI ELEANOR,MADAM YEHIDAAH BEEVI D/O SHAIK A,MR WU CHE VUN STEVEN (WU QIWEN),na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,na,1.34957303471476,103.930354460693,30 TAMPINES AVENUE 8 SPRINGFIELD SECONDARY SCHOOL SINGAPORE 529593
ST ANDREW'S SCHOOL (JUNIOR),2 FRANCIS THOMAS DRIVE   ,359337,62895242,na,SAJS@MOE.EDU.SG,"Potong Pasir, Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6",MRS ELSIE POEY,MISS HEW YI QIAN CAROLINE,MRS STEPHANIE GOH,MR BOEY WENG YUE,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33140255308868,103.865117134385,2 FRANCIS THOMAS DRIVE ST ANDREW'S SCHOOL (JUNIOR) SINGAPORE 359337
ST ANDREW'S SCHOOL (SECONDARY),15 FRANCIS THOMAS DRIVE   ,359342,63823779,na,SASS@MOE.EDU.SG,POTONG PASIR MRT,"8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853",MR LEE HAN HWA,MISS TEO PEK HOON AGNES,MADAM GUINIEVE YEO LI-LYN,TEO PENG YONG DANNY,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.33069360968075,103.866249138562,15 FRANCIS THOMAS DRIVE ST ANDREW'S SCHOOL (SECONDARY) SINGAPORE 359342
ST. ANDREW'S JUNIOR COLLEGE,5 Sorby Adams Drive   ,357691,62850037,na,SAJC@MOE.EDU.SG,Potong Pasir NE10,"SBSTransit: 8, 26, 31, 90, 142 ,151, 154 (Diocese of Singapore); SMRT Buses: 857, 966, 985 (Diocese of Singapore), 853 (Upper Serangoon Road)",MR THAM KINE THONG,MR ANG KHENG SAN CECIL,MRS TEE AI LEE,na,na,na,na,TOA PAYOH,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.33306515740956,103.863576377056,5 SORBY ADAMS DRIVE SAINT ANDREW'S JUNIOR COLLEGE SINGAPORE 357691
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVE 4   ,469701,64492146,na,SACPS@MOE.EDU.SG,Bedok MRT,"17, 18",MRS SHARON CLARISSA FOO,MISS LEE XINYUN FELICIA,MISS THIA HWEI LING SHARON,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3347253730189,103.941234868202,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4   ,469700,64490162,na,SACSS@MOE.EDU.SG,"BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222",MADAM KOH TYNG YUANN FIONA,MISS CHIONH CHEW PENG,MRS YEO SHU WEN MELISSA MARY,MISS CHEN HUIQING CHRISTINE,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.33466313498855,103.941977166932,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700
ST. ANTHONY'S PRIMARY SCHOOL,30 Bukit Batok St 32   ,659401,65690811,na,SAPS@MOE.EDU.SG,Bukit Gombak MRT Station,945,MADAM GOH LUNG ENG,MISS MATHEW ANNA,MR TEE LENG TECK,na,na,na,na,BUKIT BATOK,WEST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3347253730189,103.941234868202,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701
ST. GABRIEL'S PRIMARY SCHOOL,220 Lorong Chuan   ,556742,63820344,na,STGPS@MOE.EDU.SG,Lor Chuan MRT Station (Circle Line),"73, 105, 159",MR MARTIN TAN SIEW KIN,MADAM CHUA WANG LING IRENE,MR LIM CHONG ENG,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.34947192653862,103.862561037707,220 LORONG CHUAN SAINT GABRIEL'S PRIMARY SCHOOL SINGAPORE 556742
ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1   ,556140,62898615,na,STGSS@MOE.EDU.SG,SERANGOON MRT,158,MR LIM CHEE KOON SHAWN,MR CHRISTOPHER THOMAS,MADAM YEE WHOY CHONG,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34648798732177,103.876094163287,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140
ST. HILDA'S PRIMARY SCHOOL,2 Tampines Ave 3   ,529706,67830527,na,SHPS@MOE.EDU.SG,"Tampines West, Tampines Central",Feeder Bus service: 293 from Tampines Interchange (towards St 71),MADAM LAW LI MEI,MADAM LOW AI LING,MADAM NG YIN SZE JOSEPHINE,MADAM POH LYE IMM,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,Yes,No,CHINESE,MALAY,TAMIL,1.34938565036336,103.937007133662,2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL SINGAPORE 529706
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82   ,528986,67865011,na,SHSS@MOE.EDU.SG,"TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298",MR LEW KING LUN JULIAN,MADAM SO MUN YEE,MR GOH WEE SIONG JARED,MR LOY WEE JIN,na,na,na,TAMPINES,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34973922385379,103.937608032148,2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986
ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD   ,308274,62533640,na,SJI@MOE.EDU.SG,STEVENS MRT,"105, 132, 151, 153, 154, 156, 186, 190, 960, 972",MR JUSTIN ARUL PIERRE,MR DOMINIC ANG SWEE KENG,MR LAM CHUEN SENG ERIC,MR TSAO WEN JIE NICHOLAS,MDM SHIRLEY YONG WAI YEE,na,na,NOVENA,SOUTH,INDEPENDENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.29725759853987,103.851023580389,71 BRAS BASAH ROAD FORMER SAINT JOSEPH'S INSTITUTION SINGAPORE 189555
ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD   ,309331,62557455,na,STMICHAELSCH@MOE.EDU.SG,Novena,21;54;56;57;124;131;141;166;518;851;980,MR LEONG YEW HON ERIC,"MISS YAK HIOK WOON, FAITH (YE YUYUN)",MISS SNG WAN XIAN,MR LIM YEW TEE COLLIN,na,na,na,NOVENA,SOUTH,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31781476118551,103.845633334522,3 ESSEX ROAD MORNING STAR COMMUNITY SERVICES (ST JOSEPH'S INSTITUTION JUNIOR) SINGAPORE 309331
ST. MARGARET'S SCHOOL (PRIMARY),136 Sophia Road   ,228197,63394264,na,STMARGARETPS@MOE.EDU.SG,Little India MRT Station (NE7/DT12); Dhoby Ghaut MRT Station (NS24/NE6/CC1),"64, 65, 131, 139, 147, 857, 166 (alight at the bus stop after Parklane Shopping Mall)",MADAM KO-TAN LI LING,MDM WENDY SENG GEK CHENG,MRS NEO HUI EN CHERLYN,MISS TAN CHER LANG,na,na,na,CENTRAL,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.30390355715254,103.845955315605,136 SOPHIA ROAD SAINT MARGARET'S PRIMARY SCHOOL SINGAPORE 228197
ST. MARGARET'S SCHOOL (SECONDARY),111 FARRER ROAD   ,259240,64666709,na,STMARGARETSS@MOE.EDU.SG,FARRER ROAD MRT,"48, 93, 153, 165, 174, 186, 855, 961",MISS LIM HUI KHENG LINDA,MDM CHIN YIH MIN,MS WOON CHIN FONG CHRYSTINE,na,na,na,na,BUKIT TIMAH,SOUTH,GOVERNMENT-AIDED SCH,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.32006821363359,103.80995114006,111 FARRER ROAD SAINT MARGARET'S SCHOOL (SECONDARY) SINGAPORE 259240
UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62   ,689143,67654189,na,UNITY_SS@MOE.EDU.SG,YEW TEE MRT,307,MADAM ONG LIANG FUNG,MR LIM YONG CHAI ALAN,MS YUEN CHAI LIN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.40001524119441,103.74602091483,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143
ST. PATRICK'S SCHOOL,490 EAST COAST ROAD   ,429058,63445152,na,STPATRICKSCH@MOE.EDU.SG,MARINE TERRACE MRT (TEL),"10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197",MR MARK GERARD MINJOOT,MR TAN YII HSIEN BARNABAS,MR KWAN YEW MENG,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.30788341871801,103.917638193713,490 EAST COAST ROAD SAINT PATRICK'S SCHOOL SINGAPORE 429058
ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW   ,455789,64422576,na,STSTEPHENSCH@MOE.EDU.SG,Kembangan MRT Station,"2,7,24,25,26,28,30,32,33,67,854",MR GOH HENG LIANG TIMOTHY,MR EDWIN HENG TOW YANG,MR CHEW SOO KWANG,na,na,na,na,BEDOK,EAST,GOVERNMENT-AIDED SCH,BOYS' SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31878997295135,103.917258129598,20 SIGLAP VIEW SAINT STEPHEN'S SCHOOL SINGAPORE 455789
SWISS COTTAGE SECONDARY SCHOOL,3 BUKIT BATOK STREET 34   ,659322,65693028,na,SCSS@MOE.EDU.SG,BUKIT GOMBAK MRT,"187, 188, 985, 945",MDM MANDY CHENG MUN YI,MR TAN BOON PIANG,na,na,na,na,na,BUKIT BATOK,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.36471742697475,103.750396136688,3 BUKIT BATOK STREET 34 SWISS COTTAGE SECONDARY SCHOOL SINGAPORE 659322
TAMPINES MERIDIAN JUNIOR COLLEGE,21 Pasir Ris Street 71   ,518799,63493667,na,tmjc@moe.edu.sg,Pasir Ris MRT Station,"3, 39, 53, 68, 81, 89, 109, 358, 359, 518, 518A",MR SIN KIM HO,MADAM TOH LAY HAR,MR ANG YEOU PENG,MDM YASMINE D/O KAMALUDHEEN,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL,1.37633346909682,103.936990723441,21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799
TAMPINES NORTH PRIMARY SCHOOL,30 TAMPINES AVENUE 9   ,529565,67863117,na,TNPS@MOE.EDU.SG,Tampines MRT,"SBS Transit 28, 29, 293",MADAM RATNA KUMARI D/O R RAMACHANDRA,MR MOHAMED YUSUFF MOHAMED ALLIE,MISS CHARMAINE TAY,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36047641484682,103.948725782833,30 TAMPINES AVENUE 9 TAMPINES NORTH PRIMARY SCHOOL SINGAPORE 529565
TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12   ,529426,67843521,na,TPPS@MOE.EDU.SG,Tampines MRT,"8, 10, 17,18, 27, 31, 65, 292, 293, or any bus going into Tampines Interchange",MADAM LEE LAY SEE/ MRS LAY SEE NEUFELD,MADAM ARIKEN CHARMAINE CARRIE,MR HO WEE MIN  KELVIN,MR TIN CHEE KUANG EDMUND,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3504863946694,103.943573098509,250 TAMPINES STREET 12 AMP-MERCU STUDENT CARE CENTRE @ TAMPINES PRIMARY SCHOOL SINGAPORE 529426
TAMPINES SECONDARY SCHOOL,252 TAMPINES ST 12   ,529427,67843059,na,TPSS@MOE.EDU.SG,TAMPINES MRT,"3,  8,  10,  15,  17,  18,  20,  21,  23,  27,  28,  31,  34,  39,  59,  65,  129,  168,  292,  298,  518",MADAM TAN YANG FERN,MR MOHAMED FAHIZEL S/O M EGUEYAMAREC,MS LEE PECK WEN AMANDA (LI BIWEN),na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL,1.34926094811197,103.944263709507,252 TAMPINES STREET 12 TAMPINES SECONDARY SCHOOL SINGAPORE 529427
TANJONG KATONG GIRLS' SCHOOL,20 Dunman Lane   ,439272,63451487,64409187(from 2017),TKGS@MOE.EDU.SG,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 43, 134, 135, 197",MISS CHEW ING LIM,MS XU WANJING,MR CHAI CHI YANG MOSES,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,GIRLS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.30821274627283,103.895820094229,20 DUNMAN LANE TANJONG KATONG GIRLS' SCHOOL SINGAPORE 439272
TANJONG KATONG PRIMARY SCHOOL,10 Seraya Road   ,437259,63445370,na,TKPS@MOE.EDU.SG,na,na,MS TAN SEOK KUAN,MISS ONG CHUXIAN,MADAM TOH LENG LENG,MRS VIJAYA GANESH,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.30498489044822,103.899999965407,10 SERAYA ROAD AFTERSCHOOL @ TANJONG KATONG PRIMARY SCHOOL SINGAPORE 437259
TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD   ,438796,64409624,na,TKSS@MOE.EDU.SG,"PAYA LEBAR MRT, DAKOTA MRT","10, 16, 31, 32, 33, 40, 76, 135, 197",MADAM TAN YOK CHING RUBY,MADAM NG SIEW CHIN,MR ARUUMUGAM SAMIKKANNU,na,na,na,na,MARINE PARADE,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.30873515955341,103.897225196199,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796
TAO NAN SCHOOL,49 MARINE CRESCENT   ,449761,64435973,na,TAONAN_SCH@MOE.EDU.SG,"Marine Parade, Marine Terrace","13, 16, 31, 36, 43, 48, 55, 134, 196, 197",MADAM POH QINYU,MS NG HUI MIN,MR CHAN TUCK CHEONG,MADAM FOO MEI PING,MRS TEO CHAI HIAH,na,na,MARINE PARADE,EAST,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,Yes,No,Yes,No,CHINESE,na,na,1.2943321052493,103.849026157822,39 ARMENIAN STREET FORMER TAO NAN SCHOOL SINGAPORE 179941
TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32   ,569299,64589886,na,TGPS@MOE.EDU.SG,Ang Mo Kio & Bishan,"22,24,135,853,162,262,159",MISS REZIA RAHUMATHULLAH,MADAM CHOH THIAN JENG CELIA,MR TAN CHUAN YANG,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36558782075966,103.850957126982,1 ANG MO KIO STREET 32 TECK GHEE PRIMARY SCHOOL SINGAPORE 569299
TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK   ,688261,67635191,na,TWPS@MOE.EDU.SG,Choa Chu Kang MRT & LRT,"975, 190 & 985",MADAM WONG SU MAY,MRS LIM GEK NOI,MR MURALIDHARAN S/O NARAYANAN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38364996834457,103.753291857016,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261
TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR RD   ,479239,62442182,na,TELOKKRAU_PS@MOE.EDU.SG,Kaki Bukit MRT (nearest),"8, 21, 60 & 65",MADAM GRACE HO LI JUN,MDM SHANTHI D/O VEERASWAMY,MADAM TAN KIM YAN,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.33104585441349,103.910934011337,50 BEDOK RESERVOIR ROAD TELOK KURAU PRIMARY SCHOOL SINGAPORE 479239
TEMASEK JUNIOR COLLEGE,2 Tampines Avenue 9   Temasek Junior College,529564,64428762,na,TEMASEK_JC@MOE.EDU.SG,TAMPINES EAST MRT,"Bus Service along Tampines Ave 9: 18, 29 and 29A; Bus Service along Tampines Ave 7: 3, 3A, 4, 9, 9A, 12, 12e, 17, 18, 19, 21, 29, 29A, 34, 34B, 37, 39, 59, 81, 293 and 518.",MR LIU EARNLER,MRS WENDY GOH,"MR QUEK POH BENG, KENNETH",MR CHAN KOK YEW MARK,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,MIXED LEVEL (S1-JC2),No,No,No,Yes,CHINESE,MALAY,TAMIL,1.35728017255861,103.956185936394,2 TAMPINES AVENUE 9 TEMASEK JUNIOR COLLEGE SINGAPORE 529564
TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVE 3   ,469300,64495871,na,TEMASEK_PS@MOE.EDU.SG,Tanah Merah MRT,"25,46, 48, 229",MADAM ANG GEK LENG ALISON AMANDA,MADAM ONG SEOW PENG,MADAM HASLINDAH BTE BAHROM,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.31770677551333,103.945590669163,501 BEDOK SOUTH AVENUE 3 TEMASEK PRIMARY SCHOOL SINGAPORE 469300
TEMASEK SECONDARY SCHOOL,600 UPPER EAST COAST ROAD   ,465561,64491450,na,TEMASEK_SS@MOE.EDU.SG,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",MR TAN SHUN LOONG,MR PONG WEN LONG,MR CHANDRASEKARAN S/O AMMIAPPAN,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL,1.31591673150616,103.947564112022,600 UPPER EAST COAST ROAD TEMASEK SECONDARY SCHOOL SINGAPORE 465561
TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVE 10   ,569730,64570141,na,TOWNSVILLEPS@MOE.EDU.SG,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR EDDIE FOO CHIT CHEONG,MR HO SENG TAT SUNNY,MADAM LYNETTE FERNANDEZ,MR MARTIN VELAN ANTHONY,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.36003263746623,103.853826048327,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730
VICTORIA JUNIOR COLLEGE,20 MARINE VISTA   ,449035,64438337,na,VICTORIA_JC@MOE.EDU.SG,"Nearest MRT Stations:  Marine Terrace, Kembangan, Eunos","13, 16, 16M, 31, 36, 36A, 36B, 43, 47, 48, 55, 196, 196A, 196e, 197, 853M",MR LOW SWEE HENG JEFFREY,MR KOH WEINING,MS LEE YUN YUN GRACE,MRS KAREN TAY,MR LIM KWEE HONG KYLE,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,CHINESE,MALAY,TAMIL,1.30670174177479,103.919982704149,20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035
VICTORIA SCHOOL,2 SIGLAP LINK   ,448880,64452609,na,VICTORIA_SCH@MOE.EDU.SG,"SIGLAP, BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 155, 196, 196E, 197, 401, 853M",MR LOW CHUN MENG,MR LIM WEI ZHONG CLARENCE,"MR WU BIWEI, IVAN",MR ANG JOHNNY,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,Yes,CHINESE,MALAY,TAMIL,1.3087130270751,103.927980966639,2 SIGLAP LINK VICTORIA SCHOOL SINGAPORE 448880
WATERWAY PRIMARY SCHOOL,70 Punggol Drive   ,828802,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MR WONG KENG YUIN WILBUR,MADAM TAN GEK SIM MAGELLA,MADAM CHUA KIM LAN JUDY,MADAM SHARIFAH MASTURAH BTE S OSMAN,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.39882800626578,103.918621581556,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802
WELLINGTON PRIMARY SCHOOL,10 WELLINGTON CIRCLE   ,757702,67533765,na,WELLINGTONPS@MOE.EDU.SG,Sembawang MRT,"980, 856, 859",MR ALCANTARA ALBERT ALFRED,MADAM HOONG WHEE SIEN,MADAM SHAHRULHANA BTE MOHAMED,MR NG WEE MING DENNIS,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.45192019155475,103.822303719094,10 WELLINGTON CIRCLE WELLINGTON PRIMARY SCHOOL SINGAPORE 757702
WEST GROVE PRIMARY SCHOOL,1 JURONG WEST ST 72   ,649223,62679235,na,WGPS@MOE.EDU.SG,Boon Lay MRT,"Bus 99, 242",MISS MABEL GOH,MADAM GOH XUEMIN CHERMAINE,"MADAM TAY SOOK HIAN, AUDREY",na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.3448790560014,103.699286360581,1 JURONG WEST STREET 72 WEST GROVE PRIMARY SCHOOL SINGAPORE 649223
WEST SPRING PRIMARY SCHOOL,60 Bukit Panjang Ring Road   ,679946,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN,MR WILLY TAN NGUAN PENG,MADAM KUM LAI MENG,MR SIM KOOI SUEN,MR CHIN HONG FAI HUMPHREY,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL,1.38944145898943,103.766195711835,60 BUKIT PANJANG RING ROAD WEST SPRING PRIMARY SCHOOL SINGAPORE 679946
